system,strategy,sample_size_source_t,sample_size,coverage_t,run,metric,coverage,ratio,constraint_level,setting
VP9,solver,1,10,2,1,MDA_MF-DF-ALS,0.3481175863847343,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,2,1,MDP_MF-DF-PCI,0.3447941888619854,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,2,1,MD_MF-DF,0.3447941888619854,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,2,1,PCI,0.4024114544084401,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,3,1,ALS,0.2103103359835855,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,1,AP_ALS-PCI,0.208519081608988,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,1,Default,0.2510913500404203,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.203098431891177,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,1,MDA_MF-DF-ALS,0.203098431891177,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,1,MDP_MF-DF-PCI,0.2001715476044602,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,1,MD_MF-DF,0.2001715476044602,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,1,PCI,0.2513755565713511,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,1,2,ALS,0.5999999999999999,9.82e-08,Very Strong,"(1,1)"
VP9,solver,1,10,1,2,AP_ALS-PCI,0.5999999999999999,9.82e-08,Very Strong,"(1,1)"
VP9,solver,1,10,1,2,Default,0.64,9.82e-08,Very Strong,"(1,1)"
VP9,solver,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.59375,9.82e-08,Very Strong,"(1,1)"
VP9,solver,1,10,1,2,MDA_MF-DF-ALS,0.59375,9.82e-08,Very Strong,"(1,1)"
VP9,solver,1,10,1,2,MDP_MF-DF-PCI,0.5909090909090909,9.82e-08,Very Strong,"(1,1)"
VP9,solver,1,10,1,2,MD_MF-DF,0.5909090909090909,9.82e-08,Very Strong,"(1,1)"
VP9,solver,1,10,1,2,PCI,0.64,9.82e-08,Very Strong,"(1,1)"
VP9,solver,1,10,2,2,ALS,0.3559660509236145,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,2,2,AP_ALS-PCI,0.3549999999999999,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,2,2,Default,0.4025974025974026,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.3481175863847343,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,2,2,MDA_MF-DF-ALS,0.3481175863847343,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,2,2,MDP_MF-DF-PCI,0.3447941888619854,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,2,2,MD_MF-DF,0.3447941888619854,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,2,2,PCI,0.4024114544084401,9.82e-08,Very Strong,"(2,1)"
VP9,solver,1,10,3,2,ALS,0.2103103359835855,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,2,AP_ALS-PCI,0.208519081608988,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,2,Default,0.2510913500404203,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.203098431891177,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,2,MDA_MF-DF-ALS,0.203098431891177,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,2,MDP_MF-DF-PCI,0.2001715476044602,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,2,MD_MF-DF,0.2001715476044602,9.82e-08,Very Strong,"(3,1)"
VP9,solver,1,10,3,2,PCI,0.2513755565713511,9.82e-08,Very Strong,"(3,1)"
VP9,random,2,10,1,1,ALS,0.9846153846153846,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,1,AP_ALS-PCI,0.9846153846153846,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,1,Default,0.9866666666666666,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.984375,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,1,MDA_MF-DF-ALS,0.984375,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,1,MDP_MF-DF-PCI,0.9848484848484848,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,1,MD_MF-DF,0.9848484848484848,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,1,PCI,0.9866666666666666,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,2,1,ALS,0.8447329006490265,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,1,AP_ALS-PCI,0.8445,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,1,Default,0.87569573283859,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.8401237751418256,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,1,MDA_MF-DF-ALS,0.8401237751418256,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,1,MDP_MF-DF-PCI,0.8421307506053268,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,1,MD_MF-DF,0.8421307506053268,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,1,PCI,0.8741522230595327,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,3,1,ALS,0.6460630931007951,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,1,AP_ALS-PCI,0.6449867291983405,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,1,Default,0.7124494745351657,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.6359072629618634,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,1,MDA_MF-DF-ALS,0.6359072629618634,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,1,MDP_MF-DF-PCI,0.6369317485602255,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,1,MD_MF-DF,0.6369317485602255,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,1,PCI,0.7082127076032301,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,1,2,ALS,0.9692307692307692,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,2,AP_ALS-PCI,0.9692307692307692,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,2,Default,0.9733333333333332,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.96875,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,2,MDA_MF-DF-ALS,0.96875,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,2,MDP_MF-DF-PCI,0.9696969696969696,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,2,MD_MF-DF,0.9696969696969696,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,1,2,PCI,0.9733333333333332,9.82e-08,Very Strong,"(1,2)"
VP9,random,2,10,2,2,ALS,0.8097853220169745,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,2,AP_ALS-PCI,0.8095,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,2,Default,0.8456400742115027,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.8045384218669416,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,2,MDA_MF-DF-ALS,0.8045384218669416,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,2,MDP_MF-DF-PCI,0.8072639225181598,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,2,MD_MF-DF,0.8072639225181598,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,2,2,PCI,0.8440090429540316,9.82e-08,Very Strong,"(2,2)"
VP9,random,2,10,3,2,ALS,0.6066940241087458,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,2,AP_ALS-PCI,0.605612389517355,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,2,Default,0.676394502829426,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.5963401797522334,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,2,MDA_MF-DF-ALS,0.5963401797522334,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,2,MDP_MF-DF-PCI,0.5990442347751501,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,2,MD_MF-DF,0.5990442347751501,9.82e-08,Very Strong,"(3,2)"
VP9,random,2,10,3,2,PCI,0.6723381922223916,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,1,1,ALS,0.7538461538461538,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,1,AP_ALS-PCI,0.7538461538461538,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,1,Default,0.76,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.75,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,1,MDA_MF-DF-ALS,0.75,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,1,MDP_MF-DF-PCI,0.7424242424242424,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,1,MD_MF-DF,0.7424242424242424,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,1,PCI,0.76,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,2,1,ALS,0.5132301547678482,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,1,AP_ALS-PCI,0.5124999999999998,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,1,Default,0.5105751391465677,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.5054151624548736,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,1,MDA_MF-DF-ALS,0.5054151624548736,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,1,MDP_MF-DF-PCI,0.4973365617433414,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,1,MD_MF-DF,0.4973365617433414,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,1,PCI,0.5128108515448379,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,3,1,ALS,0.3300076942805847,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,1,AP_ALS-PCI,0.3280078336382611,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,1,Default,0.3196604688763136,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.3208280478259696,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,1,MDA_MF-DF-ALS,0.3208280478259696,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,1,MDP_MF-DF-PCI,0.3143732385737041,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,1,MD_MF-DF,0.3143732385737041,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,1,PCI,0.3237340647061811,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,1,2,ALS,0.723076923076923,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,2,AP_ALS-PCI,0.723076923076923,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,2,Default,0.7199999999999999,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.71875,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,2,MDA_MF-DF-ALS,0.71875,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,2,MDP_MF-DF-PCI,0.7121212121212122,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,2,MD_MF-DF,0.7121212121212122,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,1,2,PCI,0.7199999999999999,9.82e-08,Very Strong,"(1,2)"
VP9,distance,2,10,2,2,ALS,0.4822765851223165,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,2,AP_ALS-PCI,0.4814999999999999,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,2,Default,0.4686456400742115,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.4744713769984528,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,2,MDA_MF-DF-ALS,0.4744713769984528,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,2,MDP_MF-DF-PCI,0.4673123486682808,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,2,MD_MF-DF,0.4673123486682808,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,2,2,PCI,0.4706103993971363,9.82e-08,Very Strong,"(2,2)"
VP9,distance,2,10,3,2,ALS,0.3060528340600153,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,2,AP_ALS-PCI,0.3040946221042595,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,2,Default,0.2862894098625707,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.2972389409192734,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,2,MDA_MF-DF-ALS,0.2972389409192734,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,2,MDP_MF-DF-PCI,0.2915329003798554,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,2,MD_MF-DF,0.2915329003798554,9.82e-08,Very Strong,"(3,2)"
VP9,distance,2,10,3,2,PCI,0.2900265799854402,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,1,1,ALS,0.5999999999999999,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,1,AP_ALS-PCI,0.5999999999999999,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,1,Default,0.64,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.59375,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,1,MDA_MF-DF-ALS,0.59375,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,1,MDP_MF-DF-PCI,0.5909090909090909,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,1,MD_MF-DF,0.5909090909090909,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,1,PCI,0.64,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,2,1,ALS,0.3559660509236145,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,1,AP_ALS-PCI,0.3549999999999999,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,1,Default,0.4025974025974026,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.3481175863847343,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,1,MDA_MF-DF-ALS,0.3481175863847343,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,1,MDP_MF-DF-PCI,0.3447941888619854,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,1,MD_MF-DF,0.3447941888619854,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,1,PCI,0.4024114544084401,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,3,1,ALS,0.2103103359835855,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,1,AP_ALS-PCI,0.208519081608988,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,1,Default,0.2510913500404203,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.203098431891177,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,1,MDA_MF-DF-ALS,0.203098431891177,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,1,MDP_MF-DF-PCI,0.2001715476044602,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,1,MD_MF-DF,0.2001715476044602,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,1,PCI,0.2513755565713511,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,1,2,ALS,0.5999999999999999,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,2,AP_ALS-PCI,0.5999999999999999,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,2,Default,0.64,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.59375,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,2,MDA_MF-DF-ALS,0.59375,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,2,MDP_MF-DF-PCI,0.5909090909090909,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,2,MD_MF-DF,0.5909090909090909,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,1,2,PCI,0.64,9.82e-08,Very Strong,"(1,2)"
VP9,solver,2,10,2,2,ALS,0.3559660509236145,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,2,AP_ALS-PCI,0.3549999999999999,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,2,Default,0.4025974025974026,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.3481175863847343,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,2,MDA_MF-DF-ALS,0.3481175863847343,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,2,MDP_MF-DF-PCI,0.3447941888619854,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,2,MD_MF-DF,0.3447941888619854,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,2,2,PCI,0.4024114544084401,9.82e-08,Very Strong,"(2,2)"
VP9,solver,2,10,3,2,ALS,0.2103103359835855,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,2,AP_ALS-PCI,0.208519081608988,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,2,Default,0.2510913500404203,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.203098431891177,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,2,MDA_MF-DF-ALS,0.203098431891177,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,2,MDP_MF-DF-PCI,0.2001715476044602,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,2,MD_MF-DF,0.2001715476044602,9.82e-08,Very Strong,"(3,2)"
VP9,solver,2,10,3,2,PCI,0.2513755565713511,9.82e-08,Very Strong,"(3,2)"
x264,random,1,10,1,1,ALS,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,1,AP_ALS-PCI,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,1,Default,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,1,MDAP_MF-DF-ALS-PCI,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,1,MDA_MF-DF-ALS,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,1,MDP_MF-DF-PCI,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,1,MD_MF-DF,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,1,PCI,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,2,1,ALS,0.9186746987951808,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,1,AP_ALS-PCI,0.9169230769230768,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,1,Default,0.9350961538461539,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.9117647058823528,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,1,MDA_MF-DF-ALS,0.9117647058823528,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,1,MDP_MF-DF-PCI,0.9117647058823528,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,1,MD_MF-DF,0.9117647058823528,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,1,PCI,0.9325,0.03515625,Strong,"(2,1)"
x264,random,1,10,3,1,ALS,0.7337662337662337,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,1,AP_ALS-PCI,0.7216227880880449,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,1,Default,0.7919254658385093,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.7085264133456904,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,1,MDA_MF-DF-ALS,0.7085264133456904,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,1,MDP_MF-DF-PCI,0.7085264133456904,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,1,MD_MF-DF,0.7085264133456904,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,1,PCI,0.7760252365930598,0.03515625,Strong,"(3,1)"
x264,random,1,10,1,2,ALS,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,2,AP_ALS-PCI,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,2,Default,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,2,MDAP_MF-DF-ALS-PCI,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,2,MDA_MF-DF-ALS,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,2,MDP_MF-DF-PCI,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,2,MD_MF-DF,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,1,2,PCI,1.0,0.03515625,Strong,"(1,1)"
x264,random,1,10,2,2,ALS,0.9487951807228916,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,2,AP_ALS-PCI,0.9476923076923076,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,2,Default,0.9591346153846154,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.9444444444444444,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,2,MDA_MF-DF-ALS,0.9444444444444444,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,2,MDP_MF-DF-PCI,0.9444444444444444,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,2,MD_MF-DF,0.9444444444444444,0.03515625,Strong,"(2,1)"
x264,random,1,10,2,2,PCI,0.9575,0.03515625,Strong,"(2,1)"
x264,random,1,10,3,2,ALS,0.7820616883116883,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,2,AP_ALS-PCI,0.7708243418213206,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,2,Default,0.83399209486166,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.7590361445783133,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,2,MDA_MF-DF-ALS,0.7590361445783133,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,2,MDP_MF-DF-PCI,0.7590361445783133,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,2,MD_MF-DF,0.7590361445783133,0.03515625,Strong,"(3,1)"
x264,random,1,10,3,2,PCI,0.8214511041009463,0.03515625,Strong,"(3,1)"
x264,distance,1,10,1,1,ALS,0.7777777777777777,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,1,AP_ALS-PCI,0.7777777777777777,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,1,Default,0.7666666666666667,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.7692307692307692,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,1,MDA_MF-DF-ALS,0.7692307692307692,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,1,MDP_MF-DF-PCI,0.7692307692307692,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,1,MD_MF-DF,0.7692307692307692,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,1,PCI,0.7666666666666667,0.03515625,Strong,"(1,1)"
x264,distance,1,10,2,1,ALS,0.5060240963855421,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,1,AP_ALS-PCI,0.4953846153846153,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,1,Default,0.5,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.5,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,1,MDA_MF-DF-ALS,0.5,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,1,MDP_MF-DF-PCI,0.5,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,1,MD_MF-DF,0.5,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,1,PCI,0.4975,0.03515625,Strong,"(2,1)"
x264,distance,1,10,3,1,ALS,0.2978896103896103,0.03515625,Strong,"(3,1)"
x264,distance,1,10,3,1,AP_ALS-PCI,0.2848511005610703,0.03515625,Strong,"(3,1)"
x264,distance,1,10,3,1,Default,0.2930547713156408,0.03515625,Strong,"(3,1)"
x264,distance,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.2947173308619091,0.03515625,Strong,"(3,1)"
x264,distance,1,10,3,1,MDA_MF-DF-ALS,0.2947173308619091,0.03515625,Strong,"(3,1)"
x264,distance,1,10,3,1,MDP_MF-DF-PCI,0.2947173308619091,0.03515625,Strong,"(3,1)"
x264,distance,1,10,3,1,MD_MF-DF,0.2947173308619091,0.03515625,Strong,"(3,1)"
x264,distance,1,10,3,1,PCI,0.2952681388012618,0.03515625,Strong,"(3,1)"
x264,distance,1,10,1,2,ALS,0.7407407407407407,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,2,AP_ALS-PCI,0.7407407407407407,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,2,Default,0.7333333333333332,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.7307692307692307,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,2,MDA_MF-DF-ALS,0.7307692307692307,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,2,MDP_MF-DF-PCI,0.7307692307692307,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,2,MD_MF-DF,0.7307692307692307,0.03515625,Strong,"(1,1)"
x264,distance,1,10,1,2,PCI,0.7333333333333332,0.03515625,Strong,"(1,1)"
x264,distance,1,10,2,2,ALS,0.4879518072289156,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,2,AP_ALS-PCI,0.4769230769230769,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,2,Default,0.4831730769230769,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.4673202614379085,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,2,MDA_MF-DF-ALS,0.4673202614379085,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,2,MDP_MF-DF-PCI,0.4673202614379085,0.03515625,Strong,"(2,1)"
x264,distance,1,10,2,2,MD_MF-DF,0.4673202614379085,0.03515625,Strong,"(2,1)"
