strategy,coverage_t,sample_size_source_t,metric_1,metric_2,rho,rho_abs,rho_strength,p_value,significant,n_systems
solver,2,1,AP_ALS-PCI,PCI,0.836457184858508,0.836457184858508,Strength.STRONG,2.487982843885253e-09,True,32
solver,2,1,AP_ALS-PCI,ALS,0.8882763689819919,0.8882763689819919,Strength.STRONG,1.1770941785172766e-11,True,32
solver,2,1,AP_ALS-PCI,Default,0.834987137081955,0.834987137081955,Strength.STRONG,2.8159510231384816e-09,True,32
solver,2,1,PCI,ALS,0.8382947445791987,0.8382947445791987,Strength.STRONG,2.1275486851365927e-09,True,32
solver,2,1,PCI,Default,0.8915839764792355,0.8915839764792355,Strength.STRONG,7.672684558798684e-12,True,32
solver,2,1,ALS,Default,0.8368246968026462,0.8368246968026462,Strength.STRONG,2.4116850314398766e-09,True,32
solver,2,2,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.6339581036383681,0.6339581036383681,Strength.MODERATE,9.792961207908305e-05,True,32
solver,2,2,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.6001470047776553,0.6001470047776553,Strength.MODERATE,0.0002823829259992398,True,32
solver,2,2,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.6012495406100699,0.6012495406100699,Strength.MODERATE,0.00027330811803832466,True,32
solver,2,2,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.6321205439176774,0.6321205439176774,Strength.MODERATE,0.00010406436199985102,True,32
solver,2,2,MDAP_MF-DF-ALS-PCI,PCI,0.5633958103638368,0.5633958103638368,Strength.WEAK,0.0007865170644657863,True,32
solver,2,2,MDAP_MF-DF-ALS-PCI,ALS,0.6277104005880191,0.6277104005880191,Strength.MODERATE,0.00012021248746691077,True,32
solver,2,2,MDAP_MF-DF-ALS-PCI,Default,0.556045571481073,0.556045571481073,Strength.WEAK,0.0009518913657435089,True,32
solver,2,2,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.6001470047776553,0.6001470047776553,Strength.MODERATE,0.0002823829259992398,True,32
solver,2,2,MDA_MF-DF-ALS,MD_MF-DF,0.6012495406100699,0.6012495406100699,Strength.MODERATE,0.00027330811803832466,True,32
solver,2,2,MDA_MF-DF-ALS,AP_ALS-PCI,0.6321205439176774,0.6321205439176774,Strength.MODERATE,0.00010406436199985102,True,32
solver,2,2,MDA_MF-DF-ALS,PCI,0.5633958103638368,0.5633958103638368,Strength.WEAK,0.0007865170644657863,True,32
solver,2,2,MDA_MF-DF-ALS,ALS,0.6277104005880191,0.6277104005880191,Strength.MODERATE,0.00012021248746691077,True,32
solver,2,2,MDA_MF-DF-ALS,Default,0.556045571481073,0.556045571481073,Strength.WEAK,0.0009518913657435089,True,32
solver,2,2,MDP_MF-DF-PCI,MD_MF-DF,0.581771407570746,0.581771407570746,Strength.WEAK,0.0004784833158474036,True,32
solver,2,2,MDP_MF-DF-PCI,AP_ALS-PCI,0.5957368614479971,0.5957368614479971,Strength.WEAK,0.0003214165017231878,True,32
solver,2,2,MDP_MF-DF-PCI,PCI,0.5472252848217567,0.5472252848217567,Strength.WEAK,0.0011900388484374267,True,32
solver,2,2,MDP_MF-DF-PCI,ALS,0.5909592061742006,0.5909592061742006,Strength.WEAK,0.00036903773858888754,True,32
solver,2,2,MDP_MF-DF-PCI,Default,0.539875045938993,0.539875045938993,Strength.WEAK,0.00142682785922867,True,32
solver,2,2,MD_MF-DF,AP_ALS-PCI,0.597574421168688,0.597574421168688,Strength.WEAK,0.0003046059997756886,True,32
solver,2,2,MD_MF-DF,PCI,0.5464902609334803,0.5464902609334803,Strength.WEAK,0.0012120567788994514,True,32
solver,2,2,MD_MF-DF,ALS,0.5935317897831679,0.5935317897831679,Strength.WEAK,0.0003426718606526006,True,32
solver,2,2,MD_MF-DF,Default,0.5395075339948548,0.5395075339948548,Strength.WEAK,0.001439678194867845,True,32
solver,2,2,AP_ALS-PCI,PCI,0.5593531789783167,0.5593531789783167,Strength.WEAK,0.0008740340607099702,True,32
solver,2,2,AP_ALS-PCI,ALS,0.6317530319735392,0.6317530319735392,Strength.MODERATE,0.00010533176862720236,True,32
solver,2,2,AP_ALS-PCI,Default,0.5534729878721057,0.5534729878721057,Strength.WEAK,0.001016593016754813,True,32
solver,2,2,PCI,ALS,0.5578831312017641,0.5578831312017641,Strength.WEAK,0.000907917666035217,True,32
solver,2,2,PCI,Default,0.5450202131569276,0.5450202131569276,Strength.WEAK,0.0012571652911830982,True,32
solver,2,2,ALS,Default,0.5556780595369349,0.5556780595369349,Strength.WEAK,0.0009609071319679998,True,32
solver,2,3,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.6170497656773042,0.6170497656773042,Strength.MODERATE,0.0002812963861014503,True,30
solver,2,3,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.615264449899576,0.615264449899576,Strength.MODERATE,0.0002963510975406297,True,30
solver,2,3,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.615264449899576,0.615264449899576,Strength.MODERATE,0.0002963510975406297,True,30
solver,2,3,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.6161571077884401,0.6161571077884401,Strength.MODERATE,0.00028873698496408777,True,30
solver,2,3,MDAP_MF-DF-ALS-PCI,PCI,0.5800044632894443,0.5800044632894443,Strength.WEAK,0.0007808758699940041,True,30
solver,2,3,MDAP_MF-DF-ALS-PCI,ALS,0.6166034367328721,0.6166034367328721,Strength.MODERATE,0.00028499521092909376,True,30
solver,2,3,MDAP_MF-DF-ALS-PCI,Default,0.5822361080116045,0.5822361080116045,Strength.WEAK,0.0007368191466478766,True,30
solver,2,3,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.615264449899576,0.615264449899576,Strength.MODERATE,0.0002963510975406297,True,30
solver,2,3,MDA_MF-DF-ALS,MD_MF-DF,0.615264449899576,0.615264449899576,Strength.MODERATE,0.0002963510975406297,True,30
solver,2,3,MDA_MF-DF-ALS,AP_ALS-PCI,0.6161571077884401,0.6161571077884401,Strength.MODERATE,0.00028873698496408777,True,30
solver,2,3,MDA_MF-DF-ALS,PCI,0.5800044632894443,0.5800044632894443,Strength.WEAK,0.0007808758699940041,True,30
solver,2,3,MDA_MF-DF-ALS,ALS,0.6166034367328721,0.6166034367328721,Strength.MODERATE,0.00028499521092909376,True,30
solver,2,3,MDA_MF-DF-ALS,Default,0.5822361080116045,0.5822361080116045,Strength.WEAK,0.0007368191466478766,True,30
solver,2,3,MDP_MF-DF-PCI,MD_MF-DF,0.6170497656773042,0.6170497656773042,Strength.MODERATE,0.0002812963861014503,True,30
solver,2,3,MDP_MF-DF-PCI,AP_ALS-PCI,0.6139254630662798,0.6139254630662798,Strength.MODERATE,0.0003081052082587033,True,30
solver,2,3,MDP_MF-DF-PCI,PCI,0.5804507922338763,0.5804507922338763,Strength.WEAK,0.0007718843227631679,True,30
solver,2,3,MDP_MF-DF-PCI,ALS,0.6143717920107118,0.6143717920107118,Strength.MODERATE,0.0003041421927082355,True,30
solver,2,3,MDP_MF-DF-PCI,Default,0.5826824369560365,0.5826824369560365,Strength.WEAK,0.0007282742476347218,True,30
solver,2,3,MD_MF-DF,AP_ALS-PCI,0.6139254630662798,0.6139254630662798,Strength.MODERATE,0.0003081052082587033,True,30
solver,2,3,MD_MF-DF,PCI,0.5804507922338763,0.5804507922338763,Strength.WEAK,0.0007718843227631679,True,30
solver,2,3,MD_MF-DF,ALS,0.6143717920107118,0.6143717920107118,Strength.MODERATE,0.0003041421927082355,True,30
solver,2,3,MD_MF-DF,Default,0.5826824369560365,0.5826824369560365,Strength.WEAK,0.0007282742476347218,True,30
solver,2,3,AP_ALS-PCI,PCI,0.5795581343450122,0.5795581343450122,Strength.WEAK,0.0007899590804325809,True,30
solver,2,3,AP_ALS-PCI,ALS,0.6166034367328721,0.6166034367328721,Strength.MODERATE,0.00028499521092909376,True,30
solver,2,3,AP_ALS-PCI,Default,0.5808971211783084,0.5808971211783084,Strength.WEAK,0.0007629836537647115,True,30
solver,2,3,PCI,ALS,0.5791118054005802,0.5791118054005802,Strength.WEAK,0.0007991347444384074,True,30
solver,2,3,PCI,Default,0.5786654764561481,0.5786654764561481,Strength.WEAK,0.0008084036577801187,True,30
solver,2,3,ALS,Default,0.5813434501227405,0.5813434501227405,Strength.WEAK,0.0007541730833824338,True,30
solver,3,1,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.8893789048144064,0.8893789048144064,Strength.STRONG,1.0221386074404693e-11,True,32
solver,3,1,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.88055861815509,0.88055861815509,Strength.STRONG,3.0393186488936794e-11,True,32
solver,3,1,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.8779860345461227,0.8779860345461227,Strength.STRONG,4.110090638150963e-11,True,32
solver,3,1,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.8857037853730245,0.8857037853730245,Strength.STRONG,1.6270289976846386e-11,True,32
solver,3,1,MDAP_MF-DF-ALS-PCI,PCI,0.8599779492833517,0.8599779492833517,Strength.STRONG,2.858739287755655e-10,True,32
solver,3,1,MDAP_MF-DF-ALS-PCI,ALS,0.8853362734288864,0.8853362734288864,Strength.STRONG,1.702962346628311e-11,True,32
solver,3,1,MDAP_MF-DF-ALS-PCI,Default,0.8559353178978316,0.8559353178978316,Strength.STRONG,4.258901429731804e-10,True,32
solver,3,1,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.8809261300992282,0.8809261300992282,Strength.STRONG,2.909422166522024e-11,True,32
solver,3,1,MDA_MF-DF-ALS,MD_MF-DF,0.8831312017640573,0.8831312017640573,Strength.STRONG,2.231870806358566e-11,True,32
solver,3,1,MDA_MF-DF-ALS,AP_ALS-PCI,0.8820286659316429,0.8820286659316429,Strength.STRONG,2.5499006230966286e-11,True,32
solver,3,1,MDA_MF-DF-ALS,PCI,0.858507901506799,0.858507901506799,Strength.STRONG,3.309354148750507e-10,True,32
solver,3,1,MDA_MF-DF-ALS,ALS,0.8816611539875046,0.8816611539875046,Strength.STRONG,2.6648983015638535e-11,True,32
solver,3,1,MDA_MF-DF-ALS,Default,0.8559353178978316,0.8559353178978316,Strength.STRONG,4.258901429731804e-10,True,32
solver,3,1,MDP_MF-DF-PCI,MD_MF-DF,0.8857037853730245,0.8857037853730245,Strength.STRONG,1.6270289976846386e-11,True,32
solver,3,1,MDP_MF-DF-PCI,AP_ALS-PCI,0.8750459389930172,0.8750459389930172,Strength.STRONG,5.7557291977683165e-11,True,32
solver,3,1,MDP_MF-DF-PCI,PCI,0.8651231165012864,0.8651231165012864,Strength.STRONG,1.6900648556736052e-10,True,32
solver,3,1,MDP_MF-DF-PCI,ALS,0.874678427048879,0.874678427048879,Strength.STRONG,5.999616435962676e-11,True,32
solver,3,1,MDP_MF-DF-PCI,Default,0.8618155090040426,0.8618155090040426,Strength.STRONG,2.375186891795799e-10,True,32
solver,3,1,MD_MF-DF,AP_ALS-PCI,0.8728408673281881,0.8728408673281881,Strength.STRONG,7.368896563016181e-11,True,32
solver,3,1,MD_MF-DF,PCI,0.8614479970599045,0.8614479970599045,Strength.STRONG,2.4653847803497477e-10,True,32
solver,3,1,MD_MF-DF,ALS,0.87247335538405,0.87247335538405,Strength.STRONG,7.675261242001607e-11,True,32
solver,3,1,MD_MF-DF,Default,0.8592429253950753,0.8592429253950753,Strength.STRONG,3.07643754202451e-10,True,32
solver,3,1,AP_ALS-PCI,PCI,0.8555678059536935,0.8555678059536935,Strength.STRONG,4.413428645720148e-10,True,32
solver,3,1,AP_ALS-PCI,ALS,0.8919514884233736,0.8919514884233736,Strength.STRONG,7.310165282082199e-12,True,32
solver,3,1,AP_ALS-PCI,Default,0.8529952223447262,0.8529952223447262,Strength.STRONG,5.648735280414303e-10,True,32
solver,3,1,PCI,ALS,0.862550532892319,0.862550532892319,Strength.STRONG,2.2038644779081106e-10,True,32
solver,3,1,PCI,Default,0.906651966188901,0.906651966188901,Strength.STRONG,9.017284077711976e-13,True,32
solver,3,1,ALS,Default,0.8596104373392136,0.8596104373392136,Strength.STRONG,2.965744568114908e-10,True,32
solver,3,2,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.665564130834252,0.665564130834252,Strength.MODERATE,3.22819728819623e-05,True,32
solver,3,2,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.6368981991914736,0.6368981991914736,Strength.MODERATE,8.87848995346553e-05,True,32
solver,3,2,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.6501286291804483,0.6501286291804483,Strength.MODERATE,5.63874076746845e-05,True,32
solver,3,2,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.6629915472252849,0.6629915472252849,Strength.MODERATE,3.550490175017196e-05,True,32
solver,3,2,MDAP_MF-DF-ALS-PCI,PCI,0.5946343256155825,0.5946343256155825,Strength.WEAK,0.0003318932883511503,True,32
solver,3,2,MDAP_MF-DF-ALS-PCI,ALS,0.6409408305769938,0.6409408305769938,Strength.MODERATE,7.74596882246304e-05,True,32
solver,3,2,MDAP_MF-DF-ALS-PCI,Default,0.5534729878721057,0.5534729878721057,Strength.WEAK,0.001016593016754813,True,32
solver,3,2,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.6368981991914736,0.6368981991914736,Strength.MODERATE,8.87848995346553e-05,True,32
solver,3,2,MDA_MF-DF-ALS,MD_MF-DF,0.6501286291804483,0.6501286291804483,Strength.MODERATE,5.63874076746845e-05,True,32
solver,3,2,MDA_MF-DF-ALS,AP_ALS-PCI,0.6629915472252849,0.6629915472252849,Strength.MODERATE,3.550490175017196e-05,True,32
solver,3,2,MDA_MF-DF-ALS,PCI,0.5946343256155825,0.5946343256155825,Strength.WEAK,0.0003318932883511503,True,32
solver,3,2,MDA_MF-DF-ALS,ALS,0.6409408305769938,0.6409408305769938,Strength.MODERATE,7.74596882246304e-05,True,32
solver,3,2,MDA_MF-DF-ALS,Default,0.5534729878721057,0.5534729878721057,Strength.WEAK,0.001016593016754813,True,32
solver,3,2,MDP_MF-DF-PCI,MD_MF-DF,0.6291804483645719,0.6291804483645719,Strength.MODERATE,0.00011459704350366863,True,32
solver,3,2,MDP_MF-DF-PCI,AP_ALS-PCI,0.6332230797500918,0.6332230797500918,Strength.MODERATE,0.00010034356596436508,True,32
solver,3,2,MDP_MF-DF-PCI,PCI,0.5700110253583242,0.5700110253583242,Strength.WEAK,0.0006598674330237908,True,32
solver,3,2,MDP_MF-DF-PCI,ALS,0.6100698272693862,0.6100698272693862,Strength.MODERATE,0.00020954268178334615,True,32
solver,3,2,MDP_MF-DF-PCI,Default,0.5270121278941566,0.5270121278941566,Strength.WEAK,0.0019412536594624007,True,32
solver,3,2,MD_MF-DF,AP_ALS-PCI,0.6464535097390665,0.6464535097390665,Strength.MODERATE,6.410366299903982e-05,True,32
solver,3,2,MD_MF-DF,PCI,0.5847115031238515,0.5847115031238515,Strength.WEAK,0.00044069397372507803,True,32
solver,3,2,MD_MF-DF,ALS,0.6240352811466372,0.6240352811466372,Strength.MODERATE,0.00013534155516986513,True,32
solver,3,2,MD_MF-DF,Default,0.5424476295479603,0.5424476295479603,Strength.WEAK,0.0013396489163603517,True,32
solver,3,2,AP_ALS-PCI,PCI,0.5905916942300624,0.5905916942300624,Strength.WEAK,0.00037294743370021907,True,32
solver,3,2,AP_ALS-PCI,ALS,0.6435134141859611,0.6435134141859611,Strength.MODERATE,7.094461841129224e-05,True,32
solver,3,2,AP_ALS-PCI,Default,0.5486953325983094,0.5486953325983094,Strength.WEAK,0.00114705165957663,True,32
solver,3,2,PCI,ALS,0.5861815509004044,0.5861815509004044,Strength.WEAK,0.0004228091442099552,True,32
solver,3,2,PCI,Default,0.5564130834252112,0.5564130834252112,Strength.WEAK,0.0009429499671852804,True,32
solver,3,2,ALS,Default,0.5520029400955532,0.5520029400955532,Strength.WEAK,0.0010552718224111056,True,32
solver,3,3,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.4767156862745098,0.4767156862745098,Strength.WEAK,0.011935537856383837,True,27
solver,3,3,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.47303921568627444,0.47303921568627444,Strength.WEAK,0.012704185782183373,True,27
solver,3,3,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.45404411764705876,0.45404411764705876,Strength.WEAK,0.017359395666322306,True,27
solver,3,3,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.4767156862745098,0.4767156862745098,Strength.WEAK,0.011935537856383837,True,27
solver,3,3,MDAP_MF-DF-ALS-PCI,PCI,0.40686274509803916,0.40686274509803916,Strength.WEAK,0.035188969304370335,True,27
solver,3,3,MDAP_MF-DF-ALS-PCI,ALS,0.4767156862745098,0.4767156862745098,Strength.WEAK,0.011935537856383837,True,27
solver,3,3,MDAP_MF-DF-ALS-PCI,Default,0.4031862745098039,0.4031862745098039,Strength.WEAK,0.03703876854275361,True,27
solver,3,3,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.47303921568627444,0.47303921568627444,Strength.WEAK,0.012704185782183373,True,27
solver,3,3,MDA_MF-DF-ALS,MD_MF-DF,0.45404411764705876,0.45404411764705876,Strength.WEAK,0.017359395666322306,True,27
solver,3,3,MDA_MF-DF-ALS,AP_ALS-PCI,0.4767156862745098,0.4767156862745098,Strength.WEAK,0.011935537856383837,True,27
solver,3,3,MDA_MF-DF-ALS,PCI,0.40686274509803916,0.40686274509803916,Strength.WEAK,0.035188969304370335,True,27
solver,3,3,MDA_MF-DF-ALS,ALS,0.4767156862745098,0.4767156862745098,Strength.WEAK,0.011935537856383837,True,27
solver,3,3,MDA_MF-DF-ALS,Default,0.4031862745098039,0.4031862745098039,Strength.WEAK,0.03703876854275361,True,27
solver,3,3,MDP_MF-DF-PCI,MD_MF-DF,0.45772058823529405,0.45772058823529405,Strength.WEAK,0.016362956092914275,True,27
solver,3,3,MDP_MF-DF-PCI,AP_ALS-PCI,0.47303921568627444,0.47303921568627444,Strength.WEAK,0.012704185782183373,True,27
solver,3,3,MDP_MF-DF-PCI,PCI,0.4099264705882353,0.4099264705882353,Strength.WEAK,0.03370463188243062,True,27
solver,3,3,MDP_MF-DF-PCI,ALS,0.47303921568627444,0.47303921568627444,Strength.WEAK,0.012704185782183373,True,27
solver,3,3,MDP_MF-DF-PCI,Default,0.40686274509803916,0.40686274509803916,Strength.WEAK,0.035188969304370335,True,27
solver,3,3,MD_MF-DF,AP_ALS-PCI,0.45404411764705876,0.45404411764705876,Strength.WEAK,0.017359395666322306,True,27
solver,3,3,MD_MF-DF,PCI,0.39644607843137253,0.39644607843137253,Strength.VERYWEAK,0.040631246385534676,True,27
solver,3,3,MD_MF-DF,ALS,0.45404411764705876,0.45404411764705876,Strength.WEAK,0.017359395666322306,True,27
solver,3,3,MD_MF-DF,Default,0.3933823529411764,0.3933823529411764,Strength.VERYWEAK,0.0423532047005719,True,27
solver,3,3,AP_ALS-PCI,PCI,0.40686274509803916,0.40686274509803916,Strength.WEAK,0.035188969304370335,True,27
solver,3,3,AP_ALS-PCI,ALS,0.4767156862745098,0.4767156862745098,Strength.WEAK,0.011935537856383837,True,27
solver,3,3,AP_ALS-PCI,Default,0.4031862745098039,0.4031862745098039,Strength.WEAK,0.03703876854275361,True,27
solver,3,3,PCI,ALS,0.40686274509803916,0.40686274509803916,Strength.WEAK,0.035188969304370335,True,27
solver,3,3,PCI,Default,0.39031862745098034,0.39031862745098034,Strength.VERYWEAK,0.044132569487814396,True,27
solver,3,3,ALS,Default,0.4031862745098039,0.4031862745098039,Strength.WEAK,0.03703876854275361,True,27
