system,strategy,sample_size_source_t,sample_size,coverage_t,metric,coverage
HyTeG,distance,2,7,3,MDP_MF-DF-PCI,0.14124999999999996
HyTeG,distance,2,7,3,MD_MF-DF,0.14124999999999996
HyTeG,distance,2,7,3,PCI,0.19899408284023665
HyTeG,distance,3,12,1,ALS,0.6363636363636364
HyTeG,distance,3,12,1,AP_ALS-PCI,0.6363636363636364
HyTeG,distance,3,12,1,Default,0.6923076923076921
HyTeG,distance,3,12,1,MDAP_MF-DF-ALS-PCI,0.5999999999999999
HyTeG,distance,3,12,1,MDA_MF-DF-ALS,0.5999999999999999
HyTeG,distance,3,12,1,MDP_MF-DF-PCI,0.5999999999999999
HyTeG,distance,3,12,1,MD_MF-DF,0.5999999999999999
HyTeG,distance,3,12,1,PCI,0.6923076923076921
HyTeG,distance,3,12,2,ALS,0.38
HyTeG,distance,3,12,2,AP_ALS-PCI,0.38
HyTeG,distance,3,12,2,Default,0.46383561643835614
HyTeG,distance,3,12,2,MDAP_MF-DF-ALS-PCI,0.325
HyTeG,distance,3,12,2,MDA_MF-DF-ALS,0.325
HyTeG,distance,3,12,2,MDP_MF-DF-PCI,0.325
HyTeG,distance,3,12,2,MD_MF-DF,0.325
HyTeG,distance,3,12,2,PCI,0.4374242424242423
HyTeG,distance,3,12,3,ALS,0.2083333333333333
HyTeG,distance,3,12,3,AP_ALS-PCI,0.2083333333333333
HyTeG,distance,3,12,3,Default,0.2886580086580086
HyTeG,distance,3,12,3,MDAP_MF-DF-ALS-PCI,0.1499999999999999
HyTeG,distance,3,12,3,MDA_MF-DF-ALS,0.1499999999999999
HyTeG,distance,3,12,3,MDP_MF-DF-PCI,0.1499999999999999
HyTeG,distance,3,12,3,MD_MF-DF,0.1499999999999999
HyTeG,distance,3,12,3,PCI,0.23266272189349105
HyTeG,random,1,2,1,ALS,0.5472727272727272
HyTeG,random,1,2,1,AP_ALS-PCI,0.5472727272727272
HyTeG,random,1,2,1,Default,0.5784615384615385
HyTeG,random,1,2,1,MDAP_MF-DF-ALS-PCI,0.502
HyTeG,random,1,2,1,MDA_MF-DF-ALS,0.502
HyTeG,random,1,2,1,MDP_MF-DF-PCI,0.502
HyTeG,random,1,2,1,MD_MF-DF,0.502
HyTeG,random,1,2,1,PCI,0.5784615384615385
HyTeG,random,1,2,2,ALS,0.277
HyTeG,random,1,2,2,AP_ALS-PCI,0.277
HyTeG,random,1,2,2,Default,0.3063013698630137
HyTeG,random,1,2,2,MDAP_MF-DF-ALS-PCI,0.22075
HyTeG,random,1,2,2,MDA_MF-DF-ALS,0.22075
HyTeG,random,1,2,2,MDP_MF-DF-PCI,0.22075
HyTeG,random,1,2,2,MD_MF-DF,0.22075
HyTeG,random,1,2,2,PCI,0.2915151515151515
HyTeG,random,1,2,3,ALS,0.1285833333333333
HyTeG,random,1,2,3,AP_ALS-PCI,0.1285833333333333
HyTeG,random,1,2,3,Default,0.15086580086580084
HyTeG,random,1,2,3,MDAP_MF-DF-ALS-PCI,0.08249999999999995
HyTeG,random,1,2,3,MDA_MF-DF-ALS,0.08249999999999995
HyTeG,random,1,2,3,MDP_MF-DF-PCI,0.08249999999999995
HyTeG,random,1,2,3,MD_MF-DF,0.08249999999999995
HyTeG,random,1,2,3,PCI,0.13112426035502955
HyTeG,random,2,7,1,ALS,0.6345454545454545
HyTeG,random,2,7,1,AP_ALS-PCI,0.6345454545454545
HyTeG,random,2,7,1,Default,0.6907692307692307
HyTeG,random,2,7,1,MDAP_MF-DF-ALS-PCI,0.5979999999999999
HyTeG,random,2,7,1,MDA_MF-DF-ALS,0.5979999999999999
HyTeG,random,2,7,1,MDP_MF-DF-PCI,0.5979999999999999
HyTeG,random,2,7,1,MD_MF-DF,0.5979999999999999
HyTeG,random,2,7,1,PCI,0.6907692307692307
HyTeG,random,2,7,2,ALS,0.3702
HyTeG,random,2,7,2,AP_ALS-PCI,0.3702
HyTeG,random,2,7,2,Default,0.4461643835616438
HyTeG,random,2,7,2,MDAP_MF-DF-ALS-PCI,0.31325
HyTeG,random,2,7,2,MDA_MF-DF-ALS,0.31325
HyTeG,random,2,7,2,MDP_MF-DF-PCI,0.31325
HyTeG,random,2,7,2,MD_MF-DF,0.31325
HyTeG,random,2,7,2,PCI,0.42090909090909084
HyTeG,random,2,7,3,ALS,0.19708333333333328
HyTeG,random,2,7,3,AP_ALS-PCI,0.19708333333333328
HyTeG,random,2,7,3,Default,0.26645021645021644
HyTeG,random,2,7,3,MDAP_MF-DF-ALS-PCI,0.13899999999999996
HyTeG,random,2,7,3,MDA_MF-DF-ALS,0.13899999999999996
HyTeG,random,2,7,3,MDP_MF-DF-PCI,0.13899999999999996
HyTeG,random,2,7,3,MD_MF-DF,0.13899999999999996
HyTeG,random,2,7,3,PCI,0.22165680473372773
HyTeG,random,3,12,1,ALS,0.6363636363636364
HyTeG,random,3,12,1,AP_ALS-PCI,0.6363636363636364
HyTeG,random,3,12,1,Default,0.6923076923076921
HyTeG,random,3,12,1,MDAP_MF-DF-ALS-PCI,0.5999999999999999
HyTeG,random,3,12,1,MDA_MF-DF-ALS,0.5999999999999999
HyTeG,random,3,12,1,MDP_MF-DF-PCI,0.5999999999999999
HyTeG,random,3,12,1,MD_MF-DF,0.5999999999999999
HyTeG,random,3,12,1,PCI,0.6923076923076921
HyTeG,random,3,12,2,ALS,0.37920000000000004
HyTeG,random,3,12,2,AP_ALS-PCI,0.37920000000000004
HyTeG,random,3,12,2,Default,0.46342465753424655
HyTeG,random,3,12,2,MDAP_MF-DF-ALS-PCI,0.324
HyTeG,random,3,12,2,MDA_MF-DF-ALS,0.324
HyTeG,random,3,12,2,MDP_MF-DF-PCI,0.324
HyTeG,random,3,12,2,MD_MF-DF,0.324
HyTeG,random,3,12,2,PCI,0.4374242424242423
HyTeG,random,3,12,3,ALS,0.20733333333333326
HyTeG,random,3,12,3,AP_ALS-PCI,0.20733333333333326
HyTeG,random,3,12,3,Default,0.2928571428571428
HyTeG,random,3,12,3,MDAP_MF-DF-ALS-PCI,0.1489999999999999
HyTeG,random,3,12,3,MDA_MF-DF-ALS,0.1489999999999999
HyTeG,random,3,12,3,MDP_MF-DF-PCI,0.1489999999999999
HyTeG,random,3,12,3,MD_MF-DF,0.1489999999999999
HyTeG,random,3,12,3,PCI,0.24189349112426026
HyTeG,solver,1,2,1,ALS,0.5454545454545454
HyTeG,solver,1,2,1,AP_ALS-PCI,0.5454545454545454
HyTeG,solver,1,2,1,Default,0.5353846153846153
HyTeG,solver,1,2,1,MDAP_MF-DF-ALS-PCI,0.5
HyTeG,solver,1,2,1,MDA_MF-DF-ALS,0.5
HyTeG,solver,1,2,1,MDP_MF-DF-PCI,0.5
HyTeG,solver,1,2,1,MD_MF-DF,0.5
HyTeG,solver,1,2,1,PCI,0.5353846153846153
HyTeG,solver,1,2,2,ALS,0.28
HyTeG,solver,1,2,2,AP_ALS-PCI,0.28
HyTeG,solver,1,2,2,Default,0.2745205479452055
HyTeG,solver,1,2,2,MDAP_MF-DF-ALS-PCI,0.225
HyTeG,solver,1,2,2,MDA_MF-DF-ALS,0.225
HyTeG,solver,1,2,2,MDP_MF-DF-PCI,0.225
HyTeG,solver,1,2,2,MD_MF-DF,0.225
HyTeG,solver,1,2,2,PCI,0.27121212121212124
HyTeG,solver,1,2,3,ALS,0.1333333333333333
HyTeG,solver,1,2,3,AP_ALS-PCI,0.1333333333333333
HyTeG,solver,1,2,3,Default,0.13471861471861465
HyTeG,solver,1,2,3,MDAP_MF-DF-ALS-PCI,0.0874999999999999
HyTeG,solver,1,2,3,MDA_MF-DF-ALS,0.0874999999999999
HyTeG,solver,1,2,3,MDP_MF-DF-PCI,0.0874999999999999
HyTeG,solver,1,2,3,MD_MF-DF,0.0874999999999999
HyTeG,solver,1,2,3,PCI,0.12816568047337273
HyTeG,solver,2,7,1,ALS,0.6363636363636364
HyTeG,solver,2,7,1,AP_ALS-PCI,0.6363636363636364
HyTeG,solver,2,7,1,Default,0.6923076923076921
HyTeG,solver,2,7,1,MDAP_MF-DF-ALS-PCI,0.5999999999999999
HyTeG,solver,2,7,1,MDA_MF-DF-ALS,0.5999999999999999
HyTeG,solver,2,7,1,MDP_MF-DF-PCI,0.5999999999999999
HyTeG,solver,2,7,1,MD_MF-DF,0.5999999999999999
HyTeG,solver,2,7,1,PCI,0.6923076923076921
HyTeG,solver,2,7,2,ALS,0.38
HyTeG,solver,2,7,2,AP_ALS-PCI,0.38
HyTeG,solver,2,7,2,Default,0.45013698630136983
HyTeG,solver,2,7,2,MDAP_MF-DF-ALS-PCI,0.325
HyTeG,solver,2,7,2,MDA_MF-DF-ALS,0.325
HyTeG,solver,2,7,2,MDP_MF-DF-PCI,0.325
HyTeG,solver,2,7,2,MD_MF-DF,0.325
HyTeG,solver,2,7,2,PCI,0.42636363636363633
HyTeG,solver,2,7,3,ALS,0.2083333333333333
HyTeG,solver,2,7,3,AP_ALS-PCI,0.2083333333333333
HyTeG,solver,2,7,3,Default,0.26874458874458873
HyTeG,solver,2,7,3,MDAP_MF-DF-ALS-PCI,0.1499999999999999
HyTeG,solver,2,7,3,MDA_MF-DF-ALS,0.1499999999999999
HyTeG,solver,2,7,3,MDP_MF-DF-PCI,0.1499999999999999
HyTeG,solver,2,7,3,MD_MF-DF,0.1499999999999999
HyTeG,solver,2,7,3,PCI,0.2301183431952662
HyTeG,solver,3,12,1,ALS,0.6363636363636364
HyTeG,solver,3,12,1,AP_ALS-PCI,0.6363636363636364
HyTeG,solver,3,12,1,Default,0.6923076923076921
HyTeG,solver,3,12,1,MDAP_MF-DF-ALS-PCI,0.5999999999999999
HyTeG,solver,3,12,1,MDA_MF-DF-ALS,0.5999999999999999
HyTeG,solver,3,12,1,MDP_MF-DF-PCI,0.5999999999999999
HyTeG,solver,3,12,1,MD_MF-DF,0.5999999999999999
HyTeG,solver,3,12,1,PCI,0.6923076923076921
HyTeG,solver,3,12,2,ALS,0.38
HyTeG,solver,3,12,2,AP_ALS-PCI,0.38
HyTeG,solver,3,12,2,Default,0.4657534246575342
HyTeG,solver,3,12,2,MDAP_MF-DF-ALS-PCI,0.325
HyTeG,solver,3,12,2,MDA_MF-DF-ALS,0.325
HyTeG,solver,3,12,2,MDP_MF-DF-PCI,0.325
HyTeG,solver,3,12,2,MD_MF-DF,0.325
HyTeG,solver,3,12,2,PCI,0.4393939393939393
HyTeG,solver,3,12,3,ALS,0.2083333333333333
HyTeG,solver,3,12,3,AP_ALS-PCI,0.2083333333333333
HyTeG,solver,3,12,3,Default,0.29004329004329
HyTeG,solver,3,12,3,MDAP_MF-DF-ALS-PCI,0.1499999999999999
HyTeG,solver,3,12,3,MDA_MF-DF-ALS,0.1499999999999999
HyTeG,solver,3,12,3,MDP_MF-DF-PCI,0.1499999999999999
HyTeG,solver,3,12,3,MD_MF-DF,0.1499999999999999
HyTeG,solver,3,12,3,PCI,0.2401775147928993
JavaGC,distance,1,7,1,ALS,0.714
JavaGC,distance,1,7,1,AP_ALS-PCI,0.714
JavaGC,distance,1,7,1,Default,0.6687323943661971
JavaGC,distance,1,7,1,MDAP_MF-DF-ALS-PCI,0.71375
JavaGC,distance,1,7,1,MDA_MF-DF-ALS,0.71375
JavaGC,distance,1,7,1,MDP_MF-DF-PCI,0.71375
JavaGC,distance,1,7,1,MD_MF-DF,0.71375
JavaGC,distance,1,7,1,PCI,0.6687323943661971
JavaGC,distance,1,7,2,ALS,0.46097793380140417
JavaGC,distance,1,7,2,AP_ALS-PCI,0.4610356963298139
JavaGC,distance,1,7,2,Default,0.39851187994997916
JavaGC,distance,1,7,2,MDAP_MF-DF-ALS-PCI,0.4640829015544041
JavaGC,distance,1,7,2,MDA_MF-DF-ALS,0.4640829015544041
JavaGC,distance,1,7,2,MDP_MF-DF-PCI,0.4640829015544041
JavaGC,distance,1,7,2,MD_MF-DF,0.4640829015544041
JavaGC,distance,1,7,2,PCI,0.4035493434985175
JavaGC,distance,1,7,3,ALS,0.28065795625746787
JavaGC,distance,1,7,3,AP_ALS-PCI,0.28113042567673696
JavaGC,distance,1,7,3,Default,0.22156305264589846
JavaGC,distance,1,7,3,MDAP_MF-DF-ALS-PCI,0.2856059943119667
JavaGC,distance,1,7,3,MDA_MF-DF-ALS,0.2856059943119667
JavaGC,distance,1,7,3,MDP_MF-DF-PCI,0.2856059943119667
JavaGC,distance,1,7,3,MD_MF-DF,0.2856059943119667
JavaGC,distance,1,7,3,PCI,0.2303960698778971
JavaGC,distance,2,45,1,ALS,0.7992307692307692
JavaGC,distance,2,45,1,AP_ALS-PCI,0.7992307692307692
JavaGC,distance,2,45,1,Default,0.7864788732394367
JavaGC,distance,2,45,1,MDAP_MF-DF-ALS-PCI,0.79609375
JavaGC,distance,2,45,1,MDA_MF-DF-ALS,0.79609375
JavaGC,distance,2,45,1,MDP_MF-DF-PCI,0.79609375
JavaGC,distance,2,45,1,MD_MF-DF,0.79609375
JavaGC,distance,2,45,1,PCI,0.7864788732394367
JavaGC,distance,2,45,2,ALS,0.571654964894684
JavaGC,distance,2,45,2,AP_ALS-PCI,0.5715837104072398
JavaGC,distance,2,45,2,Default,0.533843268028345
JavaGC,distance,2,45,2,MDAP_MF-DF-ALS-PCI,0.5723730569948186
JavaGC,distance,2,45,2,MDA_MF-DF-ALS,0.5723730569948186
JavaGC,distance,2,45,2,MDP_MF-DF-PCI,0.5723730569948186
JavaGC,distance,2,45,2,MD_MF-DF,0.5723730569948186
JavaGC,distance,2,45,2,PCI,0.5386785260482846
JavaGC,distance,2,45,3,ALS,0.3851184477115694
JavaGC,distance,2,45,3,AP_ALS-PCI,0.38553563013770353
JavaGC,distance,2,45,3,Default,0.33499698777620146
JavaGC,distance,2,45,3,MDAP_MF-DF-ALS-PCI,0.38944240866331215
JavaGC,distance,2,45,3,MDA_MF-DF-ALS,0.38944240866331215
JavaGC,distance,2,45,3,MDP_MF-DF-PCI,0.38944240866331215
JavaGC,distance,2,45,3,MD_MF-DF,0.38944240866331215
JavaGC,distance,2,45,3,PCI,0.34530586868336827
JavaGC,distance,3,198,1,ALS,0.8370769230769232
JavaGC,distance,3,198,1,AP_ALS-PCI,0.8370769230769232
JavaGC,distance,3,198,1,Default,0.8507042253521127
JavaGC,distance,3,198,1,MDAP_MF-DF-ALS-PCI,0.83453125
JavaGC,distance,3,198,1,MDA_MF-DF-ALS,0.83453125
JavaGC,distance,3,198,1,MDP_MF-DF-PCI,0.83453125
JavaGC,distance,3,198,1,MD_MF-DF,0.83453125
JavaGC,distance,3,198,1,PCI,0.8507042253521127
JavaGC,distance,3,198,2,ALS,0.6378736208625877
JavaGC,distance,3,198,2,AP_ALS-PCI,0.6379688285570638
JavaGC,distance,3,198,2,Default,0.6289245518966236
JavaGC,distance,3,198,2,MDAP_MF-DF-ALS-PCI,0.6370103626943004
JavaGC,distance,3,198,2,MDA_MF-DF-ALS,0.6370103626943004
JavaGC,distance,3,198,2,MDP_MF-DF-PCI,0.6370103626943004
JavaGC,distance,3,198,2,MD_MF-DF,0.6370103626943004
JavaGC,distance,3,198,2,PCI,0.6339728928420161
JavaGC,distance,3,198,3,ALS,0.45835731726323437
JavaGC,distance,3,198,3,AP_ALS-PCI,0.45877716110791134
JavaGC,distance,3,198,3,Default,0.42844083409448663
JavaGC,distance,3,198,3,MDAP_MF-DF-ALS-PCI,0.459998359221177
JavaGC,distance,3,198,3,MDA_MF-DF-ALS,0.459998359221177
JavaGC,distance,3,198,3,MDP_MF-DF-PCI,0.459998359221177
JavaGC,distance,3,198,3,MD_MF-DF,0.459998359221177
JavaGC,distance,3,198,3,PCI,0.4400350612552744
JavaGC,random,1,7,1,ALS,0.7895384615384615
JavaGC,random,1,7,1,AP_ALS-PCI,0.7895384615384615
JavaGC,random,1,7,1,Default,0.7939436619718311
JavaGC,random,1,7,1,MDAP_MF-DF-ALS-PCI,0.78640625
JavaGC,random,1,7,1,MDA_MF-DF-ALS,0.78640625
JavaGC,random,1,7,1,MDP_MF-DF-PCI,0.78640625
JavaGC,random,1,7,1,MD_MF-DF,0.78640625
JavaGC,random,1,7,1,PCI,0.7939436619718311
JavaGC,random,1,7,2,ALS,0.5548595787362086
JavaGC,random,1,7,2,AP_ALS-PCI,0.5548516842634489
JavaGC,random,1,7,2,Default,0.5425385577323885
JavaGC,random,1,7,2,MDAP_MF-DF-ALS-PCI,0.5507668393782383
JavaGC,random,1,7,2,MDA_MF-DF-ALS,0.5507668393782383
JavaGC,random,1,7,2,MDP_MF-DF-PCI,0.5507668393782383
JavaGC,random,1,7,2,MD_MF-DF,0.5507668393782383
JavaGC,random,1,7,2,PCI,0.546581956797967
JavaGC,random,1,7,3,ALS,0.36193802275442877
JavaGC,random,1,7,3,AP_ALS-PCI,0.3620273312738886
JavaGC,random,1,7,3,Default,0.337714207979478
JavaGC,random,1,7,3,MDAP_MF-DF-ALS-PCI,0.35871089477138474
JavaGC,random,1,7,3,MDA_MF-DF-ALS,0.35871089477138474
JavaGC,random,1,7,3,MDP_MF-DF-PCI,0.35871089477138474
JavaGC,random,1,7,3,MD_MF-DF,0.35871089477138474
JavaGC,random,1,7,3,PCI,0.3459669364208981
JavaGC,random,2,45,1,ALS,0.8613846153846153
JavaGC,random,2,45,1,AP_ALS-PCI,0.8613846153846153
JavaGC,random,2,45,1,Default,0.8729577464788731
JavaGC,random,2,45,1,MDAP_MF-DF-ALS-PCI,0.85921875
JavaGC,random,2,45,1,MDA_MF-DF-ALS,0.85921875
JavaGC,random,2,45,1,MDP_MF-DF-PCI,0.85921875
JavaGC,random,2,45,1,MD_MF-DF,0.85921875
JavaGC,random,2,45,1,PCI,0.8729577464788731
JavaGC,random,2,45,2,ALS,0.7182748244734202
JavaGC,random,2,45,2,AP_ALS-PCI,0.718572146807441
JavaGC,random,2,45,2,Default,0.7279199666527719
JavaGC,random,2,45,2,MDAP_MF-DF-ALS-PCI,0.7137668393782383
JavaGC,random,2,45,2,MDA_MF-DF-ALS,0.7137668393782383
JavaGC,random,2,45,2,MDP_MF-DF-PCI,0.7137668393782383
JavaGC,random,2,45,2,MD_MF-DF,0.7137668393782383
JavaGC,random,2,45,2,PCI,0.7333079203727233
JavaGC,random,2,45,3,ALS,0.5665104680762636
JavaGC,random,2,45,3,AP_ALS-PCI,0.5669705220168595
JavaGC,random,2,45,3,Default,0.5621132207474201
JavaGC,random,2,45,3,MDAP_MF-DF-ALS-PCI,0.5605026252461167
JavaGC,random,2,45,3,MDA_MF-DF-ALS,0.5605026252461167
JavaGC,random,2,45,3,MDP_MF-DF-PCI,0.5605026252461167
JavaGC,random,2,45,3,MD_MF-DF,0.5605026252461167
JavaGC,random,2,45,3,PCI,0.5744966059889516
JavaGC,random,3,198,1,ALS,0.8615384615384615
JavaGC,random,3,198,1,AP_ALS-PCI,0.8615384615384615
JavaGC,random,3,198,1,Default,0.8732394366197181
JavaGC,random,3,198,1,MDAP_MF-DF-ALS-PCI,0.859375
JavaGC,random,3,198,1,MDA_MF-DF-ALS,0.859375
JavaGC,random,3,198,1,MDP_MF-DF-PCI,0.859375
JavaGC,random,3,198,1,MD_MF-DF,0.859375
JavaGC,random,3,198,1,PCI,0.8732394366197181
JavaGC,random,3,198,2,ALS,0.7330892678034101
JavaGC,random,3,198,2,AP_ALS-PCI,0.7334238310708898
JavaGC,random,3,198,2,Default,0.746802834514381
JavaGC,random,3,198,2,MDAP_MF-DF-ALS-PCI,0.7289015544041451
JavaGC,random,3,198,2,MDA_MF-DF-ALS,0.7289015544041451
JavaGC,random,3,198,2,MDP_MF-DF-PCI,0.7289015544041451
JavaGC,random,3,198,2,MD_MF-DF,0.7289015544041451
JavaGC,random,3,198,2,PCI,0.7524692926725963
JavaGC,random,3,198,3,ALS,0.6120925762377266
JavaGC,random,3,198,3,AP_ALS-PCI,0.6127899366458976
JavaGC,random,3,198,3,Default,0.6197998328701634
JavaGC,random,3,198,3,MDAP_MF-DF-ALS-PCI,0.6060339641216363
JavaGC,random,3,198,3,MDA_MF-DF-ALS,0.6060339641216363
JavaGC,random,3,198,3,MDP_MF-DF-PCI,0.6060339641216363
JavaGC,random,3,198,3,MD_MF-DF,0.6060339641216363
JavaGC,random,3,198,3,PCI,0.6336074362476303
JavaGC,solver,1,7,1,ALS,0.5912307692307692
JavaGC,solver,1,7,1,AP_ALS-PCI,0.5912307692307692
JavaGC,solver,1,7,1,Default,0.592394366197183
JavaGC,solver,1,7,1,MDAP_MF-DF-ALS-PCI,0.591875
JavaGC,solver,1,7,1,MDA_MF-DF-ALS,0.591875
JavaGC,solver,1,7,1,MDP_MF-DF-PCI,0.591875
JavaGC,solver,1,7,1,MD_MF-DF,0.591875
JavaGC,solver,1,7,1,PCI,0.592394366197183
JavaGC,solver,1,7,2,ALS,0.34276328986960874
JavaGC,solver,1,7,2,AP_ALS-PCI,0.34303167420814473
JavaGC,solver,1,7,2,Default,0.34057523968320136
JavaGC,solver,1,7,2,MDAP_MF-DF-ALS-PCI,0.3438445595854922
JavaGC,solver,1,7,2,MDA_MF-DF-ALS,0.3438445595854922
JavaGC,solver,1,7,2,MDP_MF-DF-PCI,0.3438445595854922
JavaGC,solver,1,7,2,MD_MF-DF,0.3438445595854922
JavaGC,solver,1,7,2,PCI,0.3433545108005082
JavaGC,solver,1,7,3,ALS,0.1968754220998493
JavaGC,solver,1,7,3,AP_ALS-PCI,0.19736425990889572
JavaGC,solver,1,7,3,Default,0.19259478788114343
JavaGC,solver,1,7,3,MDAP_MF-DF-ALS-PCI,0.19808165609275863
JavaGC,solver,1,7,3,MDA_MF-DF-ALS,0.19808165609275863
JavaGC,solver,1,7,3,MDP_MF-DF-PCI,0.19808165609275863
JavaGC,solver,1,7,3,MD_MF-DF,0.19808165609275863
JavaGC,solver,1,7,3,PCI,0.19735042909268807
JavaGC,solver,2,45,1,ALS,0.7518461538461538
JavaGC,solver,2,45,1,AP_ALS-PCI,0.7518461538461538
JavaGC,solver,2,45,1,Default,0.7574647887323944
JavaGC,solver,2,45,1,MDAP_MF-DF-ALS-PCI,0.74796875
JavaGC,solver,2,45,1,MDA_MF-DF-ALS,0.74796875
JavaGC,solver,2,45,1,MDP_MF-DF-PCI,0.74796875
JavaGC,solver,2,45,1,MD_MF-DF,0.74796875
JavaGC,solver,2,45,1,PCI,0.7574647887323944
JavaGC,solver,2,45,2,ALS,0.5252206619859578
JavaGC,solver,2,45,2,AP_ALS-PCI,0.5251131221719456
JavaGC,solver,2,45,2,Default,0.5242642767819925
JavaGC,solver,2,45,2,MDAP_MF-DF-ALS-PCI,0.5202124352331606
JavaGC,solver,2,45,2,MDA_MF-DF-ALS,0.5202124352331606
JavaGC,solver,2,45,2,MDP_MF-DF-PCI,0.5202124352331606
JavaGC,solver,2,45,2,MD_MF-DF,0.5202124352331606
JavaGC,solver,2,45,2,PCI,0.5277763659466327
JavaGC,solver,2,45,3,ALS,0.3508174450620811
JavaGC,solver,2,45,3,AP_ALS-PCI,0.3506722865071469
JavaGC,solver,2,45,3,Default,0.3428742445148376
JavaGC,solver,2,45,3,MDAP_MF-DF-ALS-PCI,0.3462568365784292
JavaGC,solver,2,45,3,MDA_MF-DF-ALS,0.3462568365784292
JavaGC,solver,2,45,3,MDP_MF-DF-PCI,0.3462568365784292
JavaGC,solver,2,45,3,MD_MF-DF,0.3462568365784292
JavaGC,solver,2,45,3,PCI,0.3500644148643414
JavaGC,solver,3,198,1,ALS,0.8476923076923076
JavaGC,solver,3,198,1,AP_ALS-PCI,0.8476923076923076
JavaGC,solver,3,198,1,Default,0.860281690140845
JavaGC,solver,3,198,1,MDAP_MF-DF-ALS-PCI,0.8453125
JavaGC,solver,3,198,1,MDA_MF-DF-ALS,0.8453125
JavaGC,solver,3,198,1,MDP_MF-DF-PCI,0.8453125
JavaGC,solver,3,198,1,MD_MF-DF,0.8453125
JavaGC,solver,3,198,1,PCI,0.860281690140845
JavaGC,solver,3,198,2,ALS,0.6692678034102306
JavaGC,solver,3,198,2,AP_ALS-PCI,0.6694670688788336
JavaGC,solver,3,198,2,Default,0.6780533555648186
JavaGC,solver,3,198,2,MDAP_MF-DF-ALS-PCI,0.6646735751295337
JavaGC,solver,3,198,2,MDA_MF-DF-ALS,0.6646735751295337
JavaGC,solver,3,198,2,MDP_MF-DF-PCI,0.6646735751295337
JavaGC,solver,3,198,2,MD_MF-DF,0.6646735751295337
JavaGC,solver,3,198,2,PCI,0.6829097839898347
JavaGC,solver,3,198,3,ALS,0.4997716764507247
JavaGC,solver,3,198,3,AP_ALS-PCI,0.5000596889889523
JavaGC,solver,3,198,3,Default,0.4981979128204131
JavaGC,solver,3,198,3,MDAP_MF-DF-ALS-PCI,0.49414050535987747
JavaGC,solver,3,198,3,MDA_MF-DF-ALS,0.49414050535987747
JavaGC,solver,3,198,3,MDP_MF-DF-PCI,0.49414050535987747
JavaGC,solver,3,198,3,MD_MF-DF,0.49414050535987747
JavaGC,solver,3,198,3,PCI,0.5089031127056282
LLVM,distance,1,2,1,ALS,0.6747619047619047
LLVM,distance,1,2,1,AP_ALS-PCI,0.6747619047619047
LLVM,distance,1,2,1,Default,0.644090909090909
LLVM,distance,1,2,1,MDAP_MF-DF-ALS-PCI,0.694
LLVM,distance,1,2,1,MDA_MF-DF-ALS,0.694
LLVM,distance,1,2,1,MDP_MF-DF-PCI,0.694
LLVM,distance,1,2,1,MD_MF-DF,0.694
LLVM,distance,1,2,1,PCI,0.644090909090909
LLVM,distance,1,2,2,ALS,0.37294999999999995
LLVM,distance,1,2,2,AP_ALS-PCI,0.3799473684210526
LLVM,distance,1,2,2,Default,0.33751131221719455
LLVM,distance,1,2,2,MDAP_MF-DF-ALS-PCI,0.39822222222222214
LLVM,distance,1,2,2,MDA_MF-DF-ALS,0.39822222222222214
LLVM,distance,1,2,2,MDP_MF-DF-PCI,0.39822222222222214
LLVM,distance,1,2,2,MD_MF-DF,0.39822222222222214
LLVM,distance,1,2,2,PCI,0.3437619047619047
LLVM,distance,1,2,3,ALS,0.19228947368421045
LLVM,distance,1,2,3,AP_ALS-PCI,0.20526368159203975
LLVM,distance,1,2,3,Default,0.16358955223880592
LLVM,distance,1,2,3,MDAP_MF-DF-ALS-PCI,0.21465624999999997
LLVM,distance,1,2,3,MDA_MF-DF-ALS,0.21465624999999997
LLVM,distance,1,2,3,MDP_MF-DF-PCI,0.21465624999999997
LLVM,distance,1,2,3,MD_MF-DF,0.21465624999999997
LLVM,distance,1,2,3,PCI,0.17408438818565397
LLVM,distance,2,9,1,ALS,0.92
LLVM,distance,2,9,1,AP_ALS-PCI,0.92
LLVM,distance,2,9,1,Default,0.8781818181818182
LLVM,distance,2,9,1,MDAP_MF-DF-ALS-PCI,0.9225
LLVM,distance,2,9,1,MDA_MF-DF-ALS,0.9225
LLVM,distance,2,9,1,MDP_MF-DF-PCI,0.9225
LLVM,distance,2,9,1,MD_MF-DF,0.9225
LLVM,distance,2,9,1,PCI,0.8781818181818182
LLVM,distance,2,9,2,ALS,0.6803999999999999
LLVM,distance,2,9,2,AP_ALS-PCI,0.6774210526315789
LLVM,distance,2,9,2,Default,0.6157466063348416
LLVM,distance,2,9,2,MDAP_MF-DF-ALS-PCI,0.7025555555555555
LLVM,distance,2,9,2,MDA_MF-DF-ALS,0.7025555555555555
LLVM,distance,2,9,2,MDP_MF-DF-PCI,0.7025555555555555
LLVM,distance,2,9,2,MD_MF-DF,0.7025555555555555
LLVM,distance,2,9,2,PCI,0.6129047619047618
LLVM,distance,2,9,3,ALS,0.4369649122807017
LLVM,distance,2,9,3,AP_ALS-PCI,0.4513432835820895
LLVM,distance,2,9,3,Default,0.3717462686567164
LLVM,distance,2,9,3,MDAP_MF-DF-ALS-PCI,0.4698958333333333
